finding_id,work_id,representation_path,reported_lines,class,finding,canonical_group,disposition,current_canonical_coverage,cross_format_duplicate_candidate,duplicate_confidence,cross_format_duplicate_score,physical_pdf_pages,printed_pages_or_frontmatter,page_map_status,mapped_token_fraction,candidate_canonical_routes,source_code_adjudication_topics,source_code_adjudications_json
XH113,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1043,2229",contradiction,dthetaS_XB rotates SWAN x into model x in the prose but into East in the table.,wave-boundary-spectra,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,,unresolved,0.2387,64;65,60;61,cross-format-mapped,0.776119,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,dthetaS_XB,"[{""canonical_ready_ko"": ""SWAN 스펙트럼을 읽는 이 코드에서 dthetaS_XB는 Cartesian SWAN x축에서 East x축으로 회전하는 반시계 각도이다. Cartesian 입력은 specin%ang에서 이 값을 빼고, nautical 입력은 270-angle로 변환하는 별도 분기를 쓴다. 매뉴얼 산문의 XBeach x축 표기를 이 매개변수의 실제 참조축으로 일반화하지 않는다."", ""evidence"": [{""line_end"": 919, ""line_start"": 910, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/wave_boundary_update.f90"", ""sha256"": ""9c364a2c916f034338044b542c0231f412553812a16c11346a6bcc98319a80c7""}, {""line_end"": 485, ""line_start"": 481, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""dthetaS_XB rotates SWAN x into model x in the prose but into East in the table."", ""finding_id"": ""XH113"", ""finding_sha256"": ""c0b97ca803666b848ca1ee14eb8089f3154b8047a15470ef479cc14038e8f6f4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The prose defines dthetaS_XB as rotation from SWAN to the XBeach x-axis, whereas the parameter table defines rotation to the east-pointing axis."", ""finding_id"": ""XH023"", ""finding_sha256"": ""15a3a8294bf3ca2e48719f5303322b824bd74b75c2858e553715cf2292275d14"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""dthetaS_XB is described relative to East in one place and model x in another, while vardens uses Cartesian directions 0° along +x and 90° along +y."", ""finding_id"": ""XH078"", ""finding_sha256"": ""13bd927829c9991b94feac5df08e8b54a5af97a6cb25b06f55cdd168ea937fb7"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""dthetaS_XB rotates SWAN x into model x in the prose but into East in the table."", ""finding_id"": ""XH113"", ""finding_sha256"": ""c0b97ca803666b848ca1ee14eb8089f3154b8047a15470ef479cc14038e8f6f4"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The examples and tables disagree on the upward-positive posdwn value and the angular reference axis, while Tm01switch defaults to 0 here versus 1 in Kingsday's prose."", ""finding_id"": ""XH147"", ""finding_sha256"": ""a0b993cd5bab11e9a7457ddeb2548278a2aac9d00f4f56749bfb35aaa28b988f"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH023"", ""XH078"", ""XH113"", ""XH147""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""dthetaS_XB""}]"
XH114,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,1147-1192,invalid_example,The vardens example declares 15 frequencies and 13 directions but supplies 16 matrix rows with 12 values each.,parameter-defaults-mixed,exclude-converted-value-or-formula-from-canonical; retain-source-warning,conversion-risk-disposition-complete,,unresolved,0.2554,67;68,63;64,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_params.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH115,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1212,1226-1235",applicability,"Individual bichromatic frequencies remain planned work, while spatial spectra require wbcversion=3 and matching FILELIST time grids, prohibit mixed formats and interpolate energy linearly.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH149,high,0.6437,70;71,66;67,cross-format-mapped,1.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH116,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,1371-1396,unfinished_feature,"compute_motion is unimplemented despite an example value of 1, moving-ship forces are called unreliable, and the ship-grid example indexes 0 through nx+1 despite stated nx+1 dimensions.",vegetation-ships,record-as-source-scoped-unfinished-feature-or-document-limit,historical-limit-addition-required,XH151,probable,0.5298,81;82,77;78,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_vegetation.md;models/XBeach/source-analysis/xbeach_ship_waves.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH117,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1465,2351",contradiction,"The output prose makes unspecified tintm inherit tintg=1 s, whereas the table defaults tintm to tstop-tstart.",output,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,,unresolved,0.2204,93,89,cross-format-mapped,0.914286,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_output.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH118,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1714,2551-2571",documented_fact,"Wave defaults include roelvink2, alpha=1, gamma=0.55, gamma2=0.3, gammax=2, n=10, fw=0, fwcutoff=1000, beta=0.1, roller=1, cats=4 and hwci=0.1 m, although gamma/n calibration is explicitly for roelvink1.",wave-action-breaking-roller-friction,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH153,probable,0.4845,107,103,cross-format-partial,0.262873,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_action_balance.md;models/XBeach/source-analysis/xbeach_wave_breaking.md;models/XBeach/source-analysis/xbeach_wave_functions.md,,[]
XH119,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1742,1781,2641-2646",documented_fact,"ne_layer=0 prohibits erosion and 10 means 10 m of erodible cover over an infinitely deep structure, setbathy overrides depfile/morphology, and layer controls default to frac_dz=0.7, merge=0.01 and split=1.01.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH156,probable,0.3757,116;118,112;114,cross-format-mapped,0.722022,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH120,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1817-1823,1872,1884-1888,1952",documented_fact,"Numerics use second-order upwind wave advection, explicit second-order leapfrog flow stepping, first-order backward Euler infiltration, a stated 4/Trep high-pass filter and Thomas/SIP groundwater solvers in 1D/2D.",groundwater,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH159,probable,0.4002,125;126;129;130;133,121;122;125;126;129,cross-format-mapped,0.990177,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_groundwater.md,,[]
XH121,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"1968,2003-2015,2037,2069-2081",applicability,"Erosion is explicit and deposition implicit, water-column sediment storage can be distorted at high morfac, boundary avalanching and bed diffusion are omitted, and limited MacCormack order falls from two to one near discontinuities.",morphology-bed-composition-avalanching,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,,unresolved,0.2705,134;135;136;138;140,130;131;132;134;136,cross-format-mapped,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md,,[]
XH122,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"2194-2204,2225-2258",documented_fact,"Defaults include 10° directional bins spanning -90° to 90°, Tm01switch=0, wbctype=bichrom, rt=3600 s, taper=100 s, Hrms=1 m, Trep=10 s, Tlong=80 s, nmax=0.8, sprdthr=0.08 and wbcversion=3.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH148,probable,0.5129,64;68;69,60;64;65,cross-format-retrieval-candidate,0.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH123,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"2242-2248,2301-2318",documented_fact,"Defaults include JONSWAP fp=0.08 Hz, gammajsp=3.3, s=10, fnyq=0.3 Hz, dfj=fnyq/200, Cd=0.002, rhoa=1.25 kg/m³, grain sizes 0.00015/0.0002/0.0003 m, por=0.4 and rhos=2650 kg/m³.",wave-boundary-spectra,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH150,probable,0.4717,64;75;77,60;71;73,cross-format-retrieval-candidate,0.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_boundary_generation.md;models/XBeach/source-analysis/wave/xbeach_wave_boundary.md;models/XBeach/source-analysis/wave/xbeach-boundary-and-wave-setup.md;models/XBeach/source-analysis/xbeach_swan_handoff.md,,[]
XH124,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,"2282-2288,2542-2549,2581-2585",documented_fact,"Flow/numerical defaults include abs_2d boundaries, epsi=-1, order=2, CFL=0.7, tstop=2000 s, stationary tolerance 5×10^-5 m, maxiter=500, scheme=upwind_2, eps=0.005 m, hmin=0.2 m and secorder=0.",nonhydrostatic-physics-numerics,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH154,probable,0.4746,98;107;111,94;103;107,cross-format-retrieval-candidate,0.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_nonh.md;models/XBeach/source-analysis/xbeach_solver.md;models/XBeach/source-analysis/xbeach_flow_solver.md,,[]
XH125,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,2590-2628,documented_fact,"Transport defaults include Tsmin=0.5 s, facAs=facSk=facua=0.1, facsl=1.6, pormax=0.5, reposeangle=30°, z0=0.006 m, cmax=0.1, thetanum=1 and quasi-3D kmax=1, sigfac=1.3, vicmol=10^-6 and vonkar=0.4.",sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH155,high,0.5669,40;115;116,36;111;112,cross-format-retrieval-candidate,0.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH126,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,2648-2661,documented_fact,"Groundwater defaults include aquiferbot=-10 m, dwetlayer=0.1 m, gwReturb=100, gwfastsolve=0, hydrostatic laminar flow and kx=ky=kz=10^-4 m/s.",groundwater,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH157,high,0.6579,32;119;120,28;115;116,cross-format-retrieval-candidate,0.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_groundwater.md,,[]
XH127,xbeach-master-manual-2015,XBeach_manual_master.docx.txt,2663-2691,documented_fact,"Final defaults include Topt=10 s, breakviscfac=1.5, maxbrsteep=0.6, nhbreaker=2, solver_acc=0.005, 30 solver iterations, relaxation 0.92, g=9.81 m/s², rho=1025 kg/m³, Earth rotation 0.0417 hour^-1, automatic 2×4 MPI settings and rotate=1.",build-mpi-version,add-source-and-version-scoped-manual-fact,gap,XH158,probable,0.5107,38;121;122,34;117;118,cross-format-retrieval-candidate,0.0,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md,,[]
XH128,xbeach-master-manual-2015,XBeach_manual_master.md,258-300,version_drift,"The document retains release 1.22 revision 4567 while replacing the Kingsday manual's instat interface with wavemodel and wbctype, so the release label alone does not identify the documented parameter interface.",build-mpi-version,record-as-edition-or-parameter-drift; do-not-generalize-to-current-code,version-crosswalk-addition-required,XH094,high,0.6441,9;10;11;12,5;6;7;8,direct-pdf-representation,0.983836,models/XBeach/source-analysis/xbeach_infrastructure.md;PROPOSED: models/XBeach/manual-notes/xbeach-document-version-drift.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH129,xbeach-master-manual-2015,XBeach_manual_master.md,"291,3171-3173",contradiction,The general claim that all times are morphological conflicts with the statement that dtbc is unaffected by morphological acceleration.,morphology-bed-composition-avalanching,document-both-source-statements-as-an-internal-conflict; do-not-select-a-value,conflict-register-addition-required,XH095,probable,0.486,11;61,7;57,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_avalanching.md;models/XBeach/source-analysis/xbeach-morphology-foundation.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,,[]
XH130,xbeach-master-manual-2015,XBeach_manual_master.md,297-356,applicability,"Stationary mode excludes infragravity waves and wave growth, ny=0 selects a one-dimensional model, and non-hydrostatic sediment transport is explicitly unvalidated.",sediment-transport,merge-with-existing-canonical-as-edition-scoped-manual-fact,existing-merge-target; retain compound finding as one denominator row,XH096,probable,0.4214,12;13;14;15;16,8;9;10;11;12,direct-pdf-representation,0.975728,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_morphology.md;models/XBeach/source-analysis/xbeach_intrawave_sediment_transport.md,,[]
XH131,xbeach-master-manual-2015,XBeach_manual_master.md,"446,4937,5068-5070",contradiction,"The physics text associates wci=1 with no wave-current interaction, whereas the parameter table describes switching interaction on and gives default wci=0.",wave-action-breaking-roller-friction,merge-document-conflict-with-frozen-source-snapshot-adjudication,source-code-adjudication-complete; retain-document-version-scope,XH097,high,0.6572,17;106;109,13;102;105,direct-pdf-representation,1.0,models/XBeach/manual-notes/xbeach-master-manual.md;models/XBeach/source-analysis/xbeach_wave_action_balance.md;models/XBeach/source-analysis/xbeach_wave_breaking.md;models/XBeach/source-analysis/xbeach_wave_functions.md;PROPOSED: models/XBeach/manual-notes/xbeach-manual-discrepancies.md,wci,"[{""canonical_ready_ko"": ""기록된 소스 snapshot의 surfbeat 경로에서 wci=1은 흐름에 따른 파랑 굴절/수심 처리를 활성화하고, 0은 흐름 유속 기울기를 0으로 둔다. 입력 기본값은 0이다. 문서의 wci=1을 no interaction으로 설명한 문구를 현재 구현 설명으로 사용하지 않는다."", ""evidence"": [{""line_end"": 138, ""line_start"": 131, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/wave_instationary.F90"", ""sha256"": ""9584b6ec2138353aba65991a4ec570b4b794554485cea43915c6071e9e2ed45a""}, {""line_end"": 177, ""line_start"": 167, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/wave_instationary.F90"", ""sha256"": ""9584b6ec2138353aba65991a4ec570b4b794554485cea43915c6071e9e2ed45a""}, {""line_end"": 674, ""line_start"": 669, ""path"": ""models/XBeach/raw/source_code/trunk/src/xbeachlibrary/params.F90"", ""sha256"": ""73648b5733a8f90a8f18cda32743bdc2ef42f649e39c521e28e06584ee63c359""}], ""finding_binding"": {""finding_exact"": ""The physics text associates wci=1 with no wave-current interaction, whereas the parameter table describes switching interaction on and gives default wci=0."", ""finding_id"": ""XH131"", ""finding_sha256"": ""fb2255b28d1c8bf409df74f74c05aa155f8e62eb2704fb4f99da672e8691b469"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, ""finding_bindings"": [{""finding_exact"": ""The prose associates 'wci=1' with no wave-current interaction, whereas the parameter table describes wci as enabling interaction and gives default '0'."", ""finding_id"": ""XH003"", ""finding_sha256"": ""ee356c93be53cb3abfe9a25c5aa6fa15f9eaa5b18b51fab8fc5d25458468d0f8"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The physics prose says wci=1 disables wave-current interaction, whereas the parameter table gives wci=0 as the default disabling switch."", ""finding_id"": ""XH053"", ""finding_sha256"": ""258af82a5ac387feb8d18f0f3d7bcd129e45481aa517753345a893c0ecc46f1b"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The wave-action prose associates wci=1 with no interaction, whereas the exercise and parameter table associate it with enabled interaction."", ""finding_id"": ""XH097"", ""finding_sha256"": ""ec58c60aa98007f12e5db0419a51ef8acfeb353e710cd6f21e16e87d13a79bec"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}, {""finding_exact"": ""The physics text associates wci=1 with no wave-current interaction, whereas the parameter table describes switching interaction on and gives default wci=0."", ""finding_id"": ""XH131"", ""finding_sha256"": ""fb2255b28d1c8bf409df74f74c05aa155f8e62eb2704fb4f99da672e8691b469"", ""scope"": ""Only the named parameter or algorithm within this compound finding is adjudicated; other clauses retain their documentary disposition.""}], ""finding_ids"": [""XH003"", ""XH053"", ""XH097"", ""XH131""], ""scope"": ""frozen local source snapshot; historical PDF/DOC contradictions remain edition-specific"", ""source_artifact"": ""_staging/total-read/model-audit/XBeach/closure/manual-code-adjudications.json"", ""source_artifact_sha256"": ""56075b0e74b75050881292c5a95cca17813b4570457f3585a614d7f34c9f16fa"", ""topic"": ""wci""}]"
